timestep_reward_type: gamma_global
timestep_factor: 1
episode_reward_type: sum_of_rewards
episode_factor: 0
tp/toff_init: [15, 15]
std: 0.2
num_episodes: 1500
num_timesteps: 15
model_reload: no

episode	timestep	dt_p	dt_off	t_p	t_off	reward	gamma_global	delta_gamma	sum_of_rewards	sum_of_rewards_norm	critic_value	mu
0	0	0.14176401	0.12895182	15.141764014959335	15.12895181775093	0.8422070016404027	0.8422070016404027	-0.0009272406936227107	0.8422070016404027	0.8422070016404027	0.05168976	[ 0.10296026 -0.3033229 ]
0	1	0.13090932	-0.32462284	15.272673338651657	14.804328978061676	0.8413957217597613	0.8413957217597613	-0.0008112798806414467	1.683602723400164	0.841801361700082	0.051687054	[ 0.10308181 -0.3029796 ]
0	2	-0.0006948635	-0.057972923	15.271978475153446	14.746356055140495	0.841460912084329	0.841460912084329	6.519032456775431e-05	2.525063635484493	0.841687878494831	0.05221726	[ 0.10305488 -0.30332452]
0	3	-0.03631579	-0.6771182	15.235662683844566	14.069237872958183	0.8429833750194426	0.8429833750194426	0.0015224629351135999	3.3680470105039353	0.8420117526259838	0.05210337	[ 0.10315739 -0.30335295]
0	4	-0.14732534	-0.31037793	15.08833734691143	13.7588599473238	0.844424740774203	0.844424740774203	0.001441365754760393	4.212471751278138	0.8424943502556277	0.04790859	[ 0.10631892 -0.30271864]
0	5	0.4011612	-0.3669877	15.489498540759087	13.391872242093086	0.8414321513246122	0.8414321513246122	-0.002992589449590799	5.053903902602751	0.8423173171004584	0.04509312	[ 0.10836984 -0.3022195 ]
0	6	-0.23351559	-0.24529783	15.25598295032978	13.146574407815933	0.8425901939466712	0.8425901939466712	0.0011580426220589857	5.896494096549422	0.8423562995070604	0.04255408	[ 0.11136085 -0.30031317]
0	7	0.26858336	-0.02108246	15.524566307663918	13.125491946935654	0.8404199261296296	0.8404199261296296	-0.00217026781704166	6.736914022679052	0.8421142528348815	0.041379273	[ 0.11215617 -0.30045974]
0	8	0.27688855	-0.39038923	15.801454856991768	12.735102713108063	0.8359034443096263	0.8359034443096263	-0.004516481820003304	7.5728174669886785	0.841424162998742	0.041066818	[ 0.11293004 -0.29947665]
0	9	0.31260923	0.031705707	16.11406408250332	12.766808420419693	0.8332869189522694	0.8332869189522694	-0.0026165253573569025	8.406104385940948	0.8406104385940948	0.039771236	[ 0.11528517 -0.2973662 ]
0	10	-0.078576	-0.44645607	16.035488083958626	12.320352345705032	0.831088772720053	0.831088772720053	-0.002198146232216369	9.237193158661	0.8397448326055454	0.03895594	[ 0.11651173 -0.29577157]
0	11	0.2322546	-0.10337573	16.267742678523064	12.21697661280632	0.8288455148516192	0.8288455148516192	-0.0022432578684338234	10.066038673512619	0.8388365561260516	0.039680228	[ 0.11689826 -0.2955889 ]
0	12	0.3640275	-0.18833542	16.63177017867565	12.028641194105148	0.8258118091557651	0.8258118091557651	-0.0030337056958540387	10.891850482668383	0.8378346525129525	0.03906469	[ 0.11803979 -0.2943003 ]
0	13	0.17589983	0.17624381	16.807670012116432	12.204885005950928	0.825632541125497	0.825632541125497	-0.00017926803026813154	11.71748302379388	0.8369630731281343	0.038275763	[ 0.11952368 -0.29263788]
0	14	-0.20614551	-0.02813822	16.601524502038956	12.176746785640717	0.826647671376239	0.826647671376239	0.001015130250741958	12.54413069517012	0.836275379678008	0.03775447	[ 0.11967622 -0.29225412]
1	0	0.25704566	-0.12654647	15.257045656442642	14.87345352768898	0.841435710152899	0.841435710152899	-0.0016985321811264775	0.841435710152899	0.841435710152899	0.38116902	[ 0.1285516  -0.22632428]
1	1	0.20293455	-0.32477155	15.459980204701424	14.54868197441101	0.8406699907657612	0.8406699907657612	-0.0007657193871377643	1.6821057009186602	0.8410528504593301	0.3814684	[ 0.1285329  -0.22635159]
1	2	0.21245378	-0.16277325	15.672433987259865	14.385908722877502	0.8397044435108291	0.8397044435108291	-0.000965547254932142	2.521810144429489	0.8406033814764964	0.38047457	[ 0.12973721 -0.22594093]
1	3	0.054019667	-0.10296508	15.72645365446806	14.282943643629551	0.8394901529934667	0.8394901529934667	-0.00021429051736232552	3.361300297422956	0.840325074355739	0.37900317	[ 0.13124001 -0.22506392]
1	4	0.38349965	-0.30497742	16.109953306615353	13.977966226637363	0.8368773411649053	0.8368773411649053	-0.0026128118285614343	4.198177638587861	0.8396355277175722	0.3781555	[ 0.13204077 -0.22462016]
1	5	0.004513189	-0.12711054	16.11446649581194	13.850855685770512	0.8366742314429969	0.8366742314429969	-0.00020310972190840104	5.034851870030858	0.8391419783384763	0.3740467	[ 0.13588455 -0.22194399]
1	6	0.26804066	-0.19226761	16.382507152855396	13.658588074147701	0.8339856423537872	0.8339856423537872	-0.0026885890892096587	5.868837512384645	0.8384053589120921	0.37306732	[ 0.13672902 -0.22141865]
