timestep_reward_type: sum_of_rewards
timestep_factor: 1
episode_reward_type: gamma_global
episode_factor: 0
tp/toff_init: random
std: 0.2
num_episodes: 10000
num_timesteps: 50
model_reload: no

episode	episode_reward	reward_last_timestep	gamma_global_last_timestep	loss	actor_loss	critic_loss	entropy
0	0.7113780884931595	0.7595298	0.7113780884931595	38.751724	-10.956515	49.70805	0.00019049943
1	0.7601361713690542	0.82882935	0.7601361713690542	33.41962	-9.978984	43.398415	0.00019049943
2	0.7184172243536019	0.7781231	0.7184172243536019	18.443707	-7.8115664	26.255081	0.00019049943
3	0.7309754683036498	0.75607586	0.7309754683036498	0.8920865	-0.20786953	1.0997655	0.00019049943
4	0.7995364172849936	0.822049	0.7995364172849936	29.974247	-9.473231	39.44729	0.00019049943
5	0.7098297215993801	0.7685562	0.7098297215993801	7.4807615	-3.914632	11.395203	0.00019049943
6	0.8240010765933087	0.8221828	0.8240010765933087	0.99792916	-0.35727888	1.3550175	0.00019049943
7	0.7170279372945404	0.7437664	0.7170279372945404	3.4833953	-0.9598576	4.4430623	0.00019049943
8	0.8063879836519843	0.8875817	0.8063879836519843	39.039364	-13.04969	52.088863	0.00019049943
9	0.7105765901875536	0.75434	0.7105765901875536	3.2596285	-1.5664836	4.8259215	0.00019049943
10	0.7453537367267005	0.8393304	0.7453537367267005	17.158463	-11.881124	29.039396	0.00019049943
11	0.714458806957314	0.8198669	0.714458806957314	7.898932	-5.850014	13.748755	0.00019049943
12	0.7120885265746744	0.7571251	0.7120885265746744	2.3941464	-0.7232428	3.1171987	0.00019049943
13	0.8143277353754782	0.8160378	0.8143277353754782	46.251923	8.218745	38.032986	0.00019049943
14	0.8147951781731774	0.8265207	0.8147951781731774	28.73043	5.788088	22.942152	0.00019049943
15	0.8104032214316012	0.81502724	0.8104032214316012	38.135426	7.297619	30.837616	0.00019049943
16	0.7473404008488412	0.7631259	0.7473404008488412	15.651591	4.8768873	10.774513	0.00019049943
17	0.714258624993915	0.73885447	0.714258624993915	9.573565	-0.2843751	9.857749	0.00019049943
18	0.711838834500268	0.74876755	0.711838834500268	9.024551	2.3325837	6.691777	0.00019049943
19	0.7230907582189594	0.76438326	0.7230907582189594	1.9796635	-1.3059095	3.2853825	0.00019049943
20	0.7105703254837714	0.7373736	0.7105703254837714	16.039877	3.9883258	12.051361	0.00019049943
21	0.9732293515594543	0.95241034	0.9732293515594543	16.35292	3.1111636	13.241567	0.00019049943
22	0.7142886976024819	0.7187558	0.7142886976024819	32.078777	6.931136	25.14745	0.00019049943
23	0.7080716836551266	0.73397166	0.7080716836551266	6.1413913	2.1191268	4.0220737	0.00019049943
24	0.7497604416891113	0.78832847	0.7497604416891113	9.461283	-5.9468546	15.407947	0.00019049943
25	0.7110584871790512	0.8305041	0.7110584871790512	9.812656	-0.4608756	10.273341	0.00019049943
26	0.7362706258084799	0.7830723	0.7362706258084799	5.882097	-7.2477326	13.129639	0.00019049943
27	0.7646060867923627	0.8138509	0.7646060867923627	4.935033	-9.278511	14.213353	0.00019049943
28	0.7675607075215286	0.81939495	0.7675607075215286	-0.77984023	-7.350042	6.570011	0.00019049943
29	0.7171857994151353	0.7401029	0.7171857994151353	19.475128	5.6552315	13.819705	0.00019049943
30	0.7285218401855338	0.7598026	0.7285218401855338	112.31939	13.598192	98.72101	0.00019049943
31	0.7175628003654535	0.7364203	0.7175628003654535	17.544254	4.784478	12.759584	0.00019049943
32	0.9767014044876713	0.96504545	0.9767014044876713	38.98519	7.6087203	31.376282	0.00019049943
33	0.716101294938018	0.75324905	0.716101294938018	4.2394524	1.8590587	2.380203	0.00019049943
34	0.7124885196403614	0.7568013	0.7124885196403614	33.41083	6.4654374	26.945204	0.00019049943
35	0.7162749769599381	0.76056653	0.7162749769599381	20.91511	3.8730524	17.041866	0.00019049943
36	0.9683398543694413	0.9519679	0.9683398543694413	72.62877	11.022675	61.605904	0.00019049943
37	0.7166748959561988	0.746923	0.7166748959561988	20.38598	3.593982	16.791807	0.00019049943
38	0.7301613075159843	0.7632121	0.7301613075159843	37.404884	7.5299163	29.874777	0.00019049943
39	0.7284791126846591	0.8166261	0.7284791126846591	23.438911	0.52266175	22.91606	0.00019049943
40	0.7120430548732726	0.7509465	0.7120430548732726	23.619951	4.121212	19.498549	0.00019049943
41	0.9710892706654963	0.9182447	0.9710892706654963	5.5719137	-3.8479855	9.419708	0.00019049943
42	0.714051959938952	0.72187024	0.714051959938952	52.169537	8.825726	43.34362	0.00019049943
43	0.7148018773602121	0.7432679	0.7148018773602121	16.537804	4.3663874	12.171226	0.00019049943
44	0.9378110941284674	0.94094956	0.9378110941284674	78.12599	11.590417	66.535385	0.00019049943
45	0.7152741465882505	0.72358435	0.7152741465882505	39.921696	7.9137797	32.007725	0.00019049943
46	0.7310136634768599	0.81113154	0.7310136634768599	6.111882	-3.6736171	9.785309	0.00019049943
47	0.7151345156729851	0.8161856	0.7151345156729851	5.06505	-2.6069171	7.671777	0.00019049943
48	0.7178502259254389	0.73130107	0.7178502259254389	42.85678	8.041229	34.81536	0.00019049943
49	0.9582725197998552	0.89571947	0.9582725197998552	9.74322	-2.288357	12.031386	0.00019049943
50	0.9532351288472324	0.8965817	0.9532351288472324	15.013335	-3.6722114	18.685356	0.00019049943
51	0.7074107720822838	0.7235518	0.7074107720822838	41.07186	7.6338396	33.43783	0.00019049943
52	0.9521898645223604	0.92655903	0.9521898645223604	43.715515	8.439207	35.27612	0.00019049943
53	0.9159457027745327	0.9037072	0.9159457027745327	7.752821	1.6108563	6.1417737	0.00019049943
