timestep_reward_type: delta_gamma
timestep_factor: 1
episode_reward_type: gamma_global
episode_factor: 0
tp/toff_init: [15, 15]
std: 0.4
num_episodes: 500
num_timesteps: 15
model_reload: no

episode	timestep	dt_p	dt_off	t_p	t_off	reward	gamma_global	delta_gamma	sum_of_gamma	sum_of_gamma_norm	gamma_local	critic_value	mu
0	0	-0.18806168	0.17355266	14.811938	15.1735525	0.0017255484520299902	0.8448597907860554	0.0017255484520299902	0.8448597907860554	0.8448597907860554	"[0.99406724 0.99530344 0.89252905 0.98953353 0.97909577 0.7688911
 0.71258097 0.74579071]"	0.05168976	[ 0.10296025 -0.30332294]
0	1	0.3808196	0.08275229	15.192758	15.256305	-0.002810575452700914	0.8420492153333545	-0.002810575452700914	1.6869090061194099	0.8434545030597049	"[0.99409537 0.99510406 0.88933175 0.98944672 0.97861876 0.76426602
 0.70738824 0.74314213]"	0.05045466	[ 0.10351058 -0.30305323]
0	2	-0.20147659	-0.13764329	14.991281	15.118662	0.0012305070439068144	0.8432797223772613	0.0012305070439068144	2.5301887284966713	0.8433962428322238	"[0.99405022 0.99530179 0.88818159 0.9894797  0.97899324 0.76704318
 0.70964925 0.745227  ]"	0.051091656	[ 0.10349478 -0.30258444]
0	3	-0.099131346	-0.118496984	14.892149	15.000165	0.000714684941253152	0.8439944073185145	0.000714684941253152	3.3741831358151857	0.8435457839537964	"[0.99421813 0.9954073  0.8893946  0.98940682 0.97925862 0.76783119
 0.71054786 0.74694866]"	0.051377967	[ 0.10310642 -0.3031126 ]
0	4	-0.062642656	-0.6231585	14.829506	14.377007	0.0011152591896768094	0.8451096665081913	0.0011152591896768094	4.219292802323377	0.8438585604646753	"[0.99596851 0.99558315 0.90593439 0.9887578  0.9800426  0.76363802
 0.70763525 0.75409723]"	0.051237434	[ 0.10314745 -0.30333728]
0	5	0.30112743	0.011553377	15.130633	14.38856	-0.002122529810965168	0.8429871366972261	-0.002122529810965168	5.062279939020603	0.8437133231701005	"[0.99594122 0.99567372 0.8991985  0.98887634 0.98017388 0.76154448
 0.70383433 0.75269332]"	0.048797667	[ 0.10506626 -0.30327958]
0	6	-0.18580359	-0.09619698	14.94483	14.292363	0.0014638216128015635	0.8444509583100277	0.0014638216128015635	5.906730897330631	0.8438186996186615	"[0.99624908 0.99561812 0.9064927  0.98869923 0.98019756 0.76211309
 0.70551961 0.75457636]"	0.050197333	[ 0.10442182 -0.30334187]
0	7	-0.3440817	-0.11338928	14.600748	14.178974	0.002556149369920213	0.8470071076799479	0.002556149369920213	6.753738005010579	0.8442172506263224	"[0.99675278 0.9955143  0.92247624 0.98850355 0.97991265 0.76129889
 0.7089585  0.75698172]"	0.048853964	[ 0.10517577 -0.30325836]
0	8	0.30464247	-0.120587945	14.905391	14.058386	-0.0018450811414044699	0.8451620265385434	-0.0018450811414044699	7.598900031549122	0.8443222257276802	"[0.99710071 0.99559539 0.91856714 0.98843078 0.98033651 0.7593097
 0.70413961 0.75728871]"	0.045783162	[ 0.10713195 -0.3026336 ]
0	9	0.29855797	-0.40896073	15.203949	13.6494255	-0.0014307671079419881	0.8437312594306015	-0.0014307671079419881	8.442631290979723	0.8442631290979723	"[0.9984985  0.99567512 0.93576081 0.98822699 0.98062492 0.7502336
 0.69658281 0.75936133]"	0.046845675	[ 0.10665925 -0.3028654 ]
0	10	0.5962924	-0.25886995	15.800241	13.390555	-0.005023047821299809	0.8387082116093016	-0.005023047821299809	9.281339502589024	0.8437581365990021	"[0.99900461 0.99581825 0.95028825 0.98880985 0.97985313 0.733093
 0.68567144 0.75271798]"	0.04442723	[ 0.10913942 -0.30179867]
