timestep_reward_type: delta_gamma
timestep_factor: 1
episode_reward_type: gamma_global
episode_factor: 0
tp/toff_init: [15, 15]
std: 0.2
num_episodes: 20
num_timesteps: 15
model_reload: C:\Users\Kalibrier-Windkanal\Documents\AFC_ReinforcementLearning\save_dir\data\measurements_alex\delta_gamma_std0.2\model_2024-11-22_0913.pth

episode	timestep	dt_p	dt_off	t_p	t_off	reward	gamma_global	delta_gamma	sum_of_gamma	sum_of_gamma_norm	gamma_local	critic_value	mu
0	0	-1.1402949	-0.10364947	13.859705	14.896351	0.00868865979381428	0.681623711340206	0.00868865979381428	0.681623711340206	0.681623711340206	[0.995  0.992  0.987  0.9658 0.86   0.5972 0.0962 0.9604]	0.34219986	[-0.99478394 -0.34208727]
0	1	-0.8563367	-0.15711083	13.003368	14.73924	0.008446391752577331	0.6900701030927834	0.008446391752577331	1.3716938144329895	0.6858469072164948	[0.9966 0.9914 0.9902 0.9638 0.8646 0.6112 0.1202 0.955 ]	0.34530565	[-0.9949912  -0.35001358]
0	2	-1.1475985	-0.27088088	11.85577	14.468359	0.0013329896907215977	0.691403092783505	0.0013329896907215977	2.0630969072164946	0.6876989690721649	[0.9966 0.9962 0.994  0.9772 0.8724 0.6286 0.0904 0.9758]	0.34043503	[-0.9951128  -0.35335144]
0	3	-1.0963701	-0.26429388	10.7594	14.204065	-0.0014742268041235684	0.6899288659793814	-0.0014742268041235684	2.7530257731958763	0.6882564432989691	[0.995  0.9914 0.9886 0.9688 0.8544 0.6282 0.1042 0.9676]	0.34651697	[-0.9952512 -0.3566017]
0	4	-1.078055	-0.51523304	9.681345	13.688832	0.08079278350515451	0.7707216494845359	0.08079278350515451	3.523747422680412	0.7047494845360824	[0.997  0.9966 0.9928 0.9754 0.8828 0.6564 0.3948 0.972 ]	0.34017712	[-0.9951599 -0.3553224]
0	5	-0.8981766	-0.22123905	8.783169	13.467593	-0.004101030927835092	0.7666206185567008	-0.004101030927835092	4.290368041237113	0.7150613402061855	[0.9982 0.997  0.9934 0.9826 0.8944 0.6938 0.3384 0.9768]	0.28907943	[-0.9962072  -0.37865552]
0	6	-1.141329	-0.27853572	7.64184	13.189057	0.02366185567010326	0.7902824742268041	0.02366185567010326	5.080650515463917	0.7258072164948454	[0.998  0.996  0.9958 0.9844 0.8968 0.6924 0.4306 0.9862]	0.29896116	[-0.99621636 -0.38210818]
0	7	-1.2211045	-0.2929116	6.4207354	12.896146	-0.0384989690721651	0.751783505154639	-0.0384989690721651	5.832434020618556	0.7290542525773195	[0.998  0.9952 0.9944 0.9842 0.9096 0.7232 0.2426 0.9886]	0.2805489	[-0.99647576 -0.38784614]
0	8	-0.89735204	-0.29287004	5.523383	12.603275	0.003915463917525841	0.7556989690721648	0.003915463917525841	6.58813298969072	0.7320147766323023	[0.9956 0.9946 0.994  0.9844 0.9106 0.7446 0.2436 0.9868]	0.3161094	[-0.9961073 -0.3838929]
0	9	-0.9002049	-0.44032845	4.6231785	12.162947	0.050616494845360904	0.8063154639175257	0.050616494845360904	7.394448453608246	0.7394448453608246	[0.9954 0.995  0.9976 0.9904 0.9392 0.8    0.3896 0.996 ]	0.31428167	[-0.99615425 -0.3872808 ]
0	10	-0.75314164	-0.3847815	3.8700368	11.778165	-0.009355670103092906	0.7969597938144328	-0.009355670103092906	8.191408247422679	0.7446734770384253	[0.9966 0.9932 0.9968 0.9874 0.9368 0.7924 0.3604 0.995 ]	0.28517777	[-0.9967181 -0.4062459]
0	11	-0.9864643	-0.1583033	2.8835726	11.619862	0.011996907216494934	0.8089567010309278	0.011996907216494934	9.000364948453607	0.7500304123711339	[0.9944 0.9954 0.9952 0.9864 0.9364 0.8288 0.3824 0.996 ]	0.29089656	[-0.9966244 -0.4035844]
0	12	-1.0771253	-0.6154075	1.8064473	11.004454	0.010588659793814403	0.8195453608247422	0.010588659793814403	9.819910309278349	0.7553777160983345	[0.9954 0.9888 0.9964 0.9866 0.9426 0.8342 0.4216 0.9954]	0.2833398	[-0.99675286 -0.41077793]
1	0	-1.0540773	-0.6960521	13.945923	14.303947	0.028924742268041315	0.7435340206185567	0.028924742268041315	0.7435340206185567	0.7435340206185567	[0.9956 0.9906 0.99   0.9602 0.843  0.5994 0.367  0.9422]	0.21785788	[-0.99509853 -0.43630764]
1	1	-0.9166136	-0.27813536	13.029309	14.025812	-0.005837113402061944	0.7376969072164947	-0.005837113402061944	1.4812309278350515	0.7406154639175258	[0.997  0.9926 0.9858 0.9656 0.8358 0.5918 0.3462 0.951 ]	0.20568979	[-0.9955526  -0.44793504]
1	2	-1.1148458	-0.34515393	11.914463	13.680658	0.00829381443298971	0.7459907216494844	0.00829381443298971	2.227221649484536	0.7424072164948453	[0.9942 0.991  0.9888 0.964  0.8496 0.6178 0.3522 0.958 ]	0.2100165	[-0.9954994  -0.44622737]
1	3	-0.63847125	-0.0699195	11.275991	13.610739	-0.04366804123711343	0.702322680412371	-0.04366804123711343	2.929544329896907	0.7323860824742268	[0.9914 0.9912 0.985  0.9624 0.852  0.6216 0.1694 0.9612]	0.20670083	[-0.9956355 -0.4521443]
1	4	-0.832734	-0.3486862	10.443257	13.262053	-0.01292474226804119	0.6893979381443298	-0.01292474226804119	3.618942268041237	0.7237884536082474	[0.9952 0.9922 0.9914 0.9728 0.8554 0.6104 0.1106 0.9706]	0.24298812	[-0.9950583  -0.44369277]
